index,time_us,ax,ay,az
331,331956,1.65679,0.35195,-9.61033
332,332956,1.54665,-0.21069,-9.32063
333,333956,1.98719,0.46208,-9.65103
334,334956,1.15640,-0.50039,-9.19134
335,335956,1.29287,0.15323,-9.74440
336,336956,1.55863,-0.15083,-9.46189
337,337956,1.61609,0.46687,-9.74919
338,338956,1.59214,-0.73023,-8.90164
339,339956,0.94092,0.32561,-9.69412
340,340956,2.73897,0.18675,-9.78510
341,341956,1.18034,-0.32322,-8.99023
342,342956,1.86508,1.49398,-10.19930
343,343956,1.93212,-0.70150,-9.00220
344,344956,1.42216,0.51236,-9.57202
345,345956,1.81480,-0.18435,-9.33739
346,346956,1.46046,0.02873,-9.58878
347,347956,1.70228,0.25857,-9.35415
348,348956,1.87227,0.06225,-9.56723
349,349956,1.80523,0.00479,-9.33739
350,350956,1.05345,-0.34716,-9.28711
351,351956,1.74537,0.20830,-9.71567
352,352956,1.20428,-0.23224,-9.29190
353,353956,2.30322,0.69192,-9.76595
354,354956,0.53391,-1.40300,-8.72686
355,355956,2.22900,1.43892,-10.22564
356,356956,1.99916,-0.98641,-8.85376
357,357956,1.23780,1.01514,-9.76116
358,358956,2.21703,0.48842,-9.65821
359,359956,1.45089,-0.53630,-9.07402
360,360956,1.59454,0.35674,-9.48583
361,361956,1.62806,-0.15562,-9.26077
362,362956,1.55623,0.36152,-9.54329
363,363956,1.58975,-0.19872,-9.23683
364,364956,2.07817,0.49081,-9.71328
365,365956,1.24498,-0.55306,-9.15303
366,366956,1.25696,0.06943,-9.64624
367,367956,1.65439,-0.13886,-9.44513
368,368956,1.53468,0.40701,-9.67257
369,369956,1.78368,-0.50996,-9.14824
370,370956,0.75657,0.05028,-9.64624
371,371956,2.69348,0.39504,-9.82102
372,372956,1.27611,-0.39983,-8.82024
373,373956,1.78368,1.43173,-10.08677
374,374956,1.95127,-0.66559,-9.03332
375,375956,1.37427,0.42138,-9.52413
376,376956,1.75016,-0.27054,-9.31584
377,377956,1.40300,0.03112,-9.57920
378,378956,1.67594,0.33279,-9.41879
379,379956,1.74777,-0.02634,-9.58160
380,380956,1.84114,0.17478,-9.45949
381,381956,1.01514,-0.42138,-9.25359
382,382956,1.77650,0.19154,-9.72525
383,383956,1.25217,-0.26815,-9.26077
384,384956,2.23379,0.66559,-9.92636
385,385956,0.63925,-1.46286,-8.85376
386,386956,2.00874,1.52271,-10.33098
387,387956,2.14760,-0.93134,-8.93037
388,388956,1.13006,0.90022,-9.55287
389,389956,2.26252,0.76854,-9.80904
390,390956,1.47004,-0.67995,-9.03332
391,391956,1.54187,0.41180,-9.47386
392,392956,1.69988,-0.21548,-9.31105
393,393956,1.56820,0.30406,-9.70370
394,394956,1.56102,-0.12929,-9.30866
395,395956,2.08056,0.43096,-9.69412
396,396956,1.32639,-0.52672,-9.16979
397,397956,1.29526,0.09337,-9.56484
398,398956,1.69749,-0.05507,-9.41161
399,399956,1.40779,0.33040,-9.52892
400,400956,1.94409,-0.41420,-9.22486
401,401956,0.62010,-0.05507,-9.46428
402,402956,2.77488,0.50518,-9.83059
403,403956,1.31202,-0.50039,-8.76996
404,404956,1.76692,1.51074,-10.17296
405,405956,1.92973,-0.59616,-9.05008
406,406956,1.36709,0.43335,-9.47146
407,407956,1.74537,-0.18914,-9.31823
408,408956,1.45328,0.06943,-9.52892
409,409956,1.64960,0.35913,-9.35415
410,410956,1.73101,-0.10295,-9.50019
411,411956,1.83156,0.26576,-9.48104
412,412956,0.95529,-0.42138,-9.20331
413,413956,1.66158,0.23703,-9.77074
414,414956,1.24498,-0.22505,-9.26317
415,415956,2.19069,0.73741,-9.85932
416,416956,0.77333,-1.29766,-8.80348
417,417956,1.85311,1.25696,-10.20648
418,418956,2.20027,-0.75417,-9.06684
419,419956,1.09176,0.61770,-9.44752
420,420956,2.23858,0.94332,-9.86651
421,421956,1.53468,-0.72784,-9.07642
422,422956,1.52750,0.44772,-9.60075
423,423956,1.76213,-0.17957,-9.28950
424,424956,1.53947,0.28491,-9.68455
425,425956,1.59693,-0.05507,-9.23922
426,426956,2.01352,0.39744,-9.67497
427,427956,1.35512,-0.48842,-9.16740
428,428956,1.20428,0.00239,-9.58399
429,429956,1.67115,-0.05028,-9.59596
430,430956,1.37427,0.29688,-9.56484
431,431956,2.02549,-0.26576,-9.34696
432,432956,0.52672,-0.28252,-9.43316
433,433956,2.74854,0.66080,-9.97903
434,434956,1.37188,-0.62968,-8.85615
435,435956,1.71185,1.45328,-10.25915
436,436956,1.96803,-0.57461,-9.11712
437,437956,1.34794,0.37828,-9.45231
438,438956,1.70228,-0.12210,-9.34457
439,439956,1.47483,-0.02873,-9.48822
440,440956,1.69509,0.34716,-9.41879
441,441956,1.69270,-0.19393,-9.43794
442,442956,1.86987,0.27773,-9.50737
443,443956,0.99359,-0.46926,-9.18655
444,444956,1.63524,0.23224,-9.72764
445,445956,1.18992,-0.27773,-9.24880
446,446956,2.09014,0.68474,-9.91199
447,447956,0.82600,-1.27850,-8.80109
448,448956,1.80523,1.26174,-10.22085
449,449956,2.32716,-0.70150,-9.14106
450,450956,1.12527,0.51475,-9.44513
451,451956,2.24576,1.02951,-9.92875
452,452956,1.57778,-0.80924,-8.95192
453,453956,1.46765,0.50518,-9.56723
454,454956,1.69270,-0.21308,-9.29669
455,455956,1.56581,0.28252,-9.67736
456,456956,1.57060,-0.06464,-9.22246
457,457956,2.05901,0.32561,-9.63906
458,458956,1.36469,-0.48123,-9.12191
459,459956,1.17316,-0.00958,-9.40921
460,460956,1.73340,-0.03831,-9.52892
461,461956,1.24977,0.16759,-9.55526
462,462956,2.13563,-0.06464,-9.44513
463,463956,0.51954,-0.55785,-9.32063
464,464956,2.72460,0.95529,-10.06283
465,465956,1.44849,-0.77812,-8.71250
466,466956,1.62566,1.46765,-10.03410
467,467956,2.13084,-0.42138,-9.13627
468,468956,1.37427,0.31125,-9.42597
469,469956,1.69509,-0.09816,-9.33739
470,470956,1.48441,-0.08859,-9.48343
471,471956,1.66636,0.37350,-9.45710
472,472956,1.68791,-0.16281,-9.36372
473,473956,1.95367,0.35195,-9.41400
474,474956,1.00078,-0.45490,-9.13388
475,475956,1.57778,0.21308,-9.71088
476,476956,1.33596,-0.29209,-9.27274
477,477956,2.02789,0.78051,-9.97185
478,478956,0.87867,-1.47722,-8.76038
479,479956,1.77171,1.30723,-10.22564
480,480956,2.37505,-0.77333,-9.14346
481,481956,1.11809,0.52194,-9.29429
482,482956,2.26970,1.07978,-9.88326
483,483956,1.64960,-0.75417,-8.93037
484,484956,1.52032,0.54588,-9.52653
485,485956,1.75016,-0.15083,-9.25838
486,486956,1.52271,0.28012,-9.65582
487,487956,1.59693,0.09098,-9.25119
488,488956,2.06380,0.30885,-9.72764
489,489956,1.35991,-0.40701,-9.23922
490,490956,1.09654,-0.00479,-9.39724
491,491956,1.67115,0.02394,-9.61751
492,492956,1.28569,0.15562,-9.45949
493,493956,2.22421,0.06225,-9.46907
494,494956,0.40462,-0.80924,-9.19852
495,495956,2.66714,1.04387,-10.04846
496,496956,1.58496,-0.77812,-8.76038
497,497956,1.60651,1.40779,-10.05086
498,498956,2.11647,-0.28970,-9.17698
499,499956,1.35272,0.17957,-9.41879
500,500956,1.68312,-0.01915,-9.40442
501,501956,1.55623,-0.04788,-9.45231
502,502956,1.73580,0.40701,-9.55526
503,503956,1.69031,-0.22266,-9.44273
504,504956,2.03747,0.35434,-9.58399
505,505956,1.05824,-0.55785,-9.08121
506,506956,1.49877,0.20830,-9.70131
507,507956,1.35272,-0.28012,-9.26317
508,508956,2.02310,0.71108,-9.94312
509,509956,0.99838,-1.39343,-8.77236
510,510956,1.63763,1.19950,-10.14423
511,511956,2.49236,-0.60573,-9.29429
512,512956,1.13964,0.30646,-9.30866
513,513956,2.19309,1.20668,-9.97424
514,514956,1.66636,-0.85234,-8.91361
515,515956,1.46525,0.54348,-9.56962
516,516956,1.82438,-0.21308,-9.30147
517,517956,1.48680,0.22745,-9.71088
518,518956,1.62566,0.15562,-9.29669
519,519956,2.02549,0.30406,-9.68215
520,520956,1.52989,-0.34237,-9.24162
521,521956,1.10612,-0.12929,-9.42118
522,522956,1.68791,-0.02873,-9.68694
523,523956,1.16598,0.07661,-9.35893
524,524956,2.29365,0.28730,-9.56723
525,525956,0.38547,-0.87867,-9.23444
526,526956,2.58574,1.15161,-10.28549
527,527956,1.64482,-0.83797,-8.78672
528,528956,1.49877,1.25456,-9.98382
529,529956,2.18830,-0.04310,-9.26795
530,530956,1.42694,0.08619,-9.24880
531,531956,1.59214,0.05267,-9.36612
532,532956,1.58975,-0.07661,-9.46428
533,533956,1.69270,0.38786,-9.59835
534,534956,1.56581,-0.24181,-9.33978
535,535956,2.02071,0.44772,-9.56723
536,536956,1.07260,-0.56264,-9.07642
537,537956,1.44131,0.22266,-9.68215
538,538956,1.45807,-0.21548,-9.30387
539,539956,1.89142,0.78290,-9.84496
540,540956,1.15879,-1.26893,-8.84179
541,541956,1.40540,1.01993,-10.11550
542,542956,2.53067,-0.36631,-9.38048
543,543956,1.09415,0.19393,-9.19134
544,544956,2.11887,1.36469,-10.13226
545,545956,1.77410,-0.94092,-8.94713
546,546956,1.45089,0.48363,-9.63187
547,547956,1.83396,-0.22266,-9.31344
548,548956,1.45089,0.20590,-9.71088
549,549956,1.64482,0.15083,-9.23444
550,550956,1.95846,0.22984,-9.64863
551,551956,1.54426,-0.20590,-9.30147
552,552956,1.03430,-0.09577,-9.39006
553,553956,1.70228,0.10774,-9.69173
554,554956,1.16119,-0.04549,-9.35893
555,555956,2.27689,0.37110,-9.65103
556,556956,0.38068,-1.03190,-9.03572
557,557956,2.44927,1.21147,-10.23042
558,558956,1.82438,-0.80445,-8.84418
559,559956,1.38145,1.13964,-9.88087
560,560956,2.14042,0.05267,-9.37091
561,561956,1.41976,-0.14605,-9.28471
562,562956,1.61369,0.09337,-9.39964
563,563956,1.60172,-0.10774,-9.35175
564,564956,1.70946,0.43096,-9.58878
565,565956,1.57299,-0.23942,-9.30866
566,566956,2.02071,0.46448,-9.63906
567,567956,1.19710,-0.54588,-9.15782
568,568956,1.38385,0.05986,-9.73961
569,569956,1.44849,-0.22984,-9.36372
570,570956,1.78368,0.69911,-9.89284
571,571956,1.34315,-1.05105,-8.88249
572,572956,1.11570,0.78290,-9.88087
573,573956,2.65756,-0.16041,-9.56723
574,574956,1.10133,-0.15083,-9.03572
575,575956,1.99676,1.50116,-10.08917
576,576956,1.83635,-0.91459,-8.91601
577,577956,1.41018,0.64404,-9.55526
578,578956,1.82438,-0.09337,-9.28471
579,579956,1.43173,0.14365,-9.57202
580,580956,1.60890,0.23224,-9.28471
581,581956,1.87466,0.18914,-9.66779
582,582956,1.66158,-0.19154,-9.25598
583,583956,1.03669,-0.23224,-9.33260
584,584956,1.70467,0.09816,-9.74440
585,585956,1.11570,-0.05267,-9.29190
586,586956,2.35589,0.43335,-9.60075
587,587956,0.44532,-1.18034,-8.88728
588,588956,2.46842,1.27372,-10.14902
589,589956,1.85311,-0.84276,-8.69813
590,590956,1.38864,1.12288,-9.86172
591,591956,2.17154,0.13886,-9.43555
592,592956,1.38385,-0.23463,-9.27993
593,593956,1.58257,0.20111,-9.44752
594,594956,1.58736,-0.01915,-9.36133
595,595956,1.62806,0.47166,-9.67257
596,596956,1.56341,-0.24660,-9.27753
597,597956,2.06859,0.45729,-9.60554
598,598956,1.15879,-0.55067,-9.18416
599,599956,1.37427,0.10534,-9.66060
600,600956,1.52750,-0.16999,-9.39485
601,601956,1.77410,0.59376,-9.82341
602,602956,1.45807,-0.94092,-8.94953
603,603956,1.07978,0.50996,-9.85453
604,604956,2.72700,-0.03831,-9.60314
605,605956,1.14203,-0.17238,-8.95671
606,606956,1.96325,1.41018,-10.06522
607,607956,1.88184,-0.82839,-8.93277
608,608956,1.32399,0.50518,-9.55047
609,609956,1.82199,-0.20111,-9.37330
610,610956,1.43173,0.04070,-9.61511
611,611956,1.61848,0.24181,-9.27514
612,612956,1.90339,0.11492,-9.56723
613,613956,1.72861,-0.13647,-9.29908
614,614956,1.07021,-0.20590,-9.32302
615,615956,1.72622,0.14365,-9.68694
616,616956,1.17316,-0.06225,-9.23683
617,617956,2.30562,0.57221,-9.73004
618,618956,0.44053,-1.21865,-8.94234
619,619956,2.38462,1.26174,-10.20648
620,620956,1.88424,-0.78051,-8.85855
621,621956,1.34315,1.17555,-9.86651
622,622956,2.21224,0.24660,-9.50259
623,623956,1.42934,-0.33758,-9.26077
624,624956,1.66636,0.14365,-9.45949
625,625956,1.56341,-0.13647,-9.27993
626,626956,1.56341,0.38786,-9.66300
627,627956,1.56820,-0.25379,-9.26556
628,628956,2.04465,0.51475,-9.61272
629,629956,1.19710,-0.49081,-9.20331
630,630956,1.35033,0.06704,-9.67976
631,631956,1.62806,-0.14126,-9.45231
632,632956,1.72622,0.53870,-9.80186
633,633956,1.59214,-0.84036,-8.92319
634,634956,0.96726,0.39025,-9.72046
635,635956,2.77249,0.09816,-9.66300
636,636956,1.16358,-0.28012,-8.88488
637,637956,1.91776,1.44849,-10.07001
638,638956,1.90818,-0.84755,-8.91840
639,639956,1.39821,0.54827,-9.64145
640,640956,1.84354,-0.14844,-9.36612
641,641956,1.42216,0.08619,-9.54808
642,642956,1.65200,0.23703,-9.28711
643,643956,1.81002,0.03352,-9.56244
644,644956,1.74777,-0.02873,-9.33499
645,645956,0.98641,-0.29449,-9.28232
646,646956,1.74298,0.13886,-9.77553
647,647956,1.17316,-0.16281,-9.25119
648,648956,2.33914,0.55067,-9.71088
649,649956,0.53151,-1.26893,-8.84179
