index,time_us,ax,ay,az
1291,1291955,0.65122,-0.32082,-9.67976
1292,1292955,0.60813,-0.39025,-9.54568
1293,1293955,0.61770,-0.43814,-9.49540
1294,1294955,0.95289,-0.60573,-9.48822
1295,1295955,0.54827,-0.34955,-9.55047
1296,1296955,0.72544,-0.67756,-9.60075
1297,1297956,0.77093,-0.24660,-9.66060
1298,1298955,0.88346,-0.72784,-9.53132
1299,1299955,0.22984,-0.12689,-9.61511
1300,1300955,1.08697,-0.76614,-9.39006
1301,1301955,0.86670,-0.33758,-9.45949
1302,1302955,0.12210,0.05267,-9.72046
1303,1303955,1.41976,-0.84036,-9.45470
1304,1304955,0.66798,-0.26576,-9.58878
1305,1305955,0.39025,-0.33040,-9.57681
1306,1306955,0.83318,-0.60334,-9.43316
1307,1307956,0.65362,-0.32082,-9.64624
1308,1308955,0.66080,-0.35434,-9.47625
1309,1309955,0.63207,-0.55306,-9.50259
1310,1310955,0.89783,-0.43574,-9.48822
1311,1311955,0.47166,-0.58419,-9.50737
1312,1312956,0.83318,-0.47645,-9.53132
1313,1313955,0.76614,-0.49799,-9.58399
1314,1314955,0.69432,-0.68474,-9.57920
1315,1315955,0.33040,-0.15802,-9.69412
1316,1316955,1.24977,-0.99838,-9.39485
1317,1317955,0.31843,0.12689,-9.63427
1318,1318955,0.60813,-0.28491,-9.52892
1319,1319955,1.41497,-0.92177,-9.33499
1320,1320955,0.33998,0.09577,-9.80426
1321,1321955,0.63446,-0.70390,-9.47146
1322,1322955,0.73981,-0.42617,-9.56005
1323,1323955,0.62968,-0.32801,-9.63187
1324,1324955,0.58419,-0.35195,-9.55287
1325,1325955,0.83558,-0.59855,-9.54089
1326,1326955,0.64883,-0.29928,-9.49301
1327,1327956,0.64165,-0.68235,-9.49301
1328,1328955,0.81163,-0.25379,-9.55287
1329,1329955,0.90980,-0.69432,-9.52413
1330,1330955,0.41659,-0.33758,-9.53850
1331,1331955,0.73981,-0.53870,-9.50737
1332,1332955,1.10373,-0.71108,-9.40203
1333,1333955,0.09816,0.22266,-9.69652
1334,1334955,1.24498,-0.85234,-9.38527
1335,1335956,0.94092,-0.56743,-9.50977
1336,1336955,0.27054,-0.03352,-9.69652
1337,1337955,0.82121,-0.70629,-9.38048
1338,1338955,0.68714,-0.27773,-9.55765
1339,1339955,0.70629,-0.35913,-9.50737
1340,1340955,0.62489,-0.50039,-9.58638
1341,1341955,0.95289,-0.43096,-9.52653
1342,1342955,0.48123,-0.53630,-9.57681
1343,1343955,0.79248,-0.47166,-9.50737
1344,1344955,0.77093,-0.37350,-9.63187
1345,1345956,0.81403,-0.73502,-9.55287
1346,1346955,0.27294,-0.17238,-9.57202
1347,1347955,1.19471,-0.97205,-9.42118
1348,1348955,0.53630,-0.15802,-9.63187
1349,1349955,0.41899,-0.18435,-9.60554
1350,1350955,1.49398,-0.99838,-9.28950
1351,1351955,0.50757,-0.01197,-9.66060
1352,1352955,0.54827,-0.51715,-9.50498
1353,1353955,0.79487,-0.48842,-9.52413
1354,1354956,0.63686,-0.39983,-9.54089
1355,1355955,0.57461,-0.42377,-9.51216
1356,1356955,0.78530,-0.58179,-9.50977
1357,1357955,0.78290,-0.35434,-9.57441
1358,1358955,0.51475,-0.66080,-9.57681
1359,1359955,0.82121,-0.31603,-9.57920
1360,1360955,0.84755,-0.64883,-9.57202
1361,1361955,0.50518,-0.49560,-9.51695
1362,1362955,0.55545,-0.32082,-9.65342
1363,1363955,1.20189,-1.01514,-9.42597
1364,1364955,0.14605,0.19872,-9.74679
1365,1365956,1.03669,-0.67277,-9.43076
1366,1366955,1.17076,-0.79248,-9.39485
1367,1367955,0.35195,0.03352,-9.72764
1368,1368955,0.80206,-0.79966,-9.38288
1369,1369955,0.68474,-0.36631,-9.61033
1370,1370955,0.64643,-0.42138,-9.56723
1371,1371956,0.52194,-0.36871,-9.58399
1372,1372955,0.91459,-0.53870,-9.48822
1373,1373955,0.55545,-0.34237,-9.57441
1374,1374955,0.73981,-0.66319,-9.54089
1375,1375955,0.77333,-0.24660,-9.59596
1376,1376955,0.87867,-0.76614,-9.51935
1377,1377955,0.18435,-0.15323,-9.61033
1378,1378955,1.00796,-0.78051,-9.39724
1379,1379955,0.76854,-0.42138,-9.54568
1380,1380956,0.23463,0.04549,-9.65821
1381,1381955,1.51792,-0.92416,-9.32781
1382,1382955,0.66080,-0.24660,-9.60554
1383,1383955,0.39744,-0.35674,-9.57920
1384,1384955,0.81882,-0.64883,-9.46907
1385,1385955,0.62968,-0.37110,-9.68215
1386,1386955,0.65601,-0.35913,-9.59117
1387,1387955,0.66559,-0.53630,-9.58160
1388,1388955,0.86431,-0.41659,-9.44991
1389,1389955,0.48842,-0.64643,-9.52174
1390,1390956,0.90261,-0.36631,-9.56962
1391,1391955,0.82839,-0.50757,-9.57441
1392,1392955,0.62968,-0.63207,-9.57202
1393,1393955,0.45969,-0.14126,-9.63906
1394,1394955,1.27132,-0.98402,-9.30866
1395,1395956,0.23703,0.11253,-9.63666
1396,1396955,0.77093,-0.39983,-9.51935
1397,1397955,1.40300,-0.89783,-9.35654
1398,1398956,0.36152,0.09098,-9.71806
1399,1399955,0.71347,-0.72784,-9.36612
1400,1400955,0.76375,-0.39744,-9.66779
1401,1401956,0.64165,-0.40941,-9.70131
1402,1402955,0.53151,-0.39744,-9.61751
1403,1403955,0.88585,-0.54588,-9.57202
1404,1404955,0.60334,-0.35913,-9.58399
1405,1405956,0.66080,-0.69911,-9.55287
1406,1406955,0.76375,-0.22984,-9.62230
1407,1407955,0.87867,-0.72544,-9.60314
1408,1408955,0.25379,-0.23224,-9.60314
1409,1409956,0.88585,-0.62249,-9.50498
1410,1410955,1.04627,-0.62010,-9.48822
1411,1411956,0.11732,0.10534,-9.72285
1412,1412955,1.34794,-0.88107,-9.36612
1413,1413956,0.84755,-0.43814,-9.48104
1414,1414955,0.36631,-0.16041,-9.61511
1415,1415955,0.84515,-0.73741,-9.51456
1416,1416955,0.64643,-0.28970,-9.67497
1417,1417956,0.68235,-0.38547,-9.57441
1418,1418955,0.56503,-0.50757,-9.54329
1419,1419956,0.91937,-0.40941,-9.45710
1420,1420955,0.41659,-0.57700,-9.53611
1421,1421955,0.77572,-0.41899,-9.53371
1422,1422955,0.82361,-0.43096,-9.65103
1423,1423956,0.74939,-0.65362,-9.54089
1424,1424955,0.27294,-0.11971,-9.67018
1425,1425955,1.29047,-1.01275,-9.38766
1426,1426956,0.49321,-0.07901,-9.61751
1427,1427955,0.53870,-0.23224,-9.63187
1428,1428955,1.50356,-0.93613,-9.37330
1429,1429955,0.43096,0.03831,-9.67257
1430,1430956,0.55306,-0.62010,-9.46428
1431,1431955,0.81403,-0.45250,-9.56244
1432,1432956,0.70150,-0.35434,-9.67497
1433,1433955,0.58419,-0.37589,-9.57202
1434,1434955,0.75417,-0.60573,-9.57681
1435,1435955,0.65122,-0.31603,-9.59596
1436,1436956,0.55785,-0.69671,-9.55765
1437,1437955,0.78051,-0.27773,-9.57681
1438,1438955,0.88585,-0.61292,-9.57681
1439,1439955,0.46926,-0.39025,-9.53371
1440,1440955,0.60813,-0.40462,-9.62708
1441,1441955,1.22583,-0.84276,-9.37569
1442,1442955,0.14126,0.20111,-9.65582
1443,1443955,1.14922,-0.64165,-9.42597
1444,1444956,1.13964,-0.67277,-9.49301
1445,1445955,0.31603,0.04549,-9.68455
1446,1446956,0.73502,-0.77812,-9.40921
1447,1447955,0.61770,-0.39265,-9.62948
1448,1448955,0.63207,-0.41180,-9.46189
1449,1449955,0.54348,-0.49799,-9.51935
1450,1450955,0.91698,-0.58658,-9.52653
1451,1451955,0.54588,-0.43335,-9.55047
1452,1452955,0.78051,-0.59616,-9.55526
1453,1453956,0.76375,-0.27533,-9.69412
1454,1454955,0.83558,-0.74220,-9.53132
1455,1455955,0.28012,-0.14605,-9.54568
1456,1456955,1.12288,-0.72544,-9.44513
1457,1457956,0.73741,-0.38786,-9.56244
1458,1458955,0.19393,0.06943,-9.60314
1459,1459956,1.45807,-0.88346,-9.34457
1460,1460955,0.68235,-0.24660,-9.64384
1461,1461955,0.45011,-0.32322,-9.57681
1462,1462955,0.85952,-0.61531,-9.48583
1463,1463956,0.66080,-0.39983,-9.65342
1464,1464955,0.61770,-0.39025,-9.57202
1465,1465956,0.63925,-0.54109,-9.57920
1466,1466955,0.88585,-0.41180,-9.49780
1467,1467955,0.46687,-0.65122,-9.53611
1468,1468956,0.85473,-0.37589,-9.57681
1469,1469955,0.71108,-0.47645,-9.63427
1470,1470955,0.63207,-0.63446,-9.50019
1471,1471956,0.41659,-0.15083,-9.61511
1472,1472955,1.30963,-0.99599,-9.40682
1473,1473955,0.26097,0.18914,-9.72525
1474,1474956,0.73263,-0.40223,-9.53611
1475,1475955,1.45807,-0.87149,-9.35654
1476,1476955,0.34955,0.12929,-9.73004
1477,1477956,0.66080,-0.69671,-9.39724
1478,1478955,0.75178,-0.37110,-9.57441
1479,1479956,0.68235,-0.38307,-9.54329
1480,1480955,0.55785,-0.36152,-9.56244
1481,1481955,0.90501,-0.56743,-9.47625
1482,1482956,0.61052,-0.37350,-9.52413
1483,1483955,0.56982,-0.68953,-9.51695
1484,1484955,0.83558,-0.19872,-9.60554
1485,1485955,0.89783,-0.70868,-9.54808
1486,1486956,0.33519,-0.28252,-9.62708
1487,1487955,0.80685,-0.58897,-9.53132
1488,1488955,1.04387,-0.71587,-9.41400
1489,1489955,0.11971,0.09816,-9.66779
1490,1490955,1.33118,-0.85234,-9.39964
1491,1491955,0.87388,-0.50278,-9.52892
1492,1492955,0.33998,-0.11013,-9.63427
1493,1493956,0.85234,-0.79248,-9.39485
1494,1494955,0.65122,-0.38307,-9.58878
1495,1495956,0.65841,-0.40941,-9.56484
1496,1496955,0.58179,-0.50039,-9.63906
1497,1497956,0.90022,-0.51954,-9.53611
1498,1498955,0.43814,-0.49081,-9.56244
1499,1499955,0.79727,-0.55067,-9.55765
1500,1500955,0.79248,-0.40462,-9.58878
1501,1501955,0.82361,-0.79966,-9.49062
1502,1502955,0.28252,-0.11253,-9.73004
1503,1503955,1.26174,-0.97923,-9.44991
1504,1504955,0.54827,-0.06943,-9.62948
1505,1505955,0.45250,-0.22505,-9.60075
1506,1506955,1.48201,-0.94571,-9.33020
1507,1507955,0.42856,0.00958,-9.65342
1508,1508955,0.49799,-0.48842,-9.49301
1509,1509956,0.85473,-0.54109,-9.46907
1510,1510955,0.71347,-0.38786,-9.59596
1511,1511955,0.58419,-0.38307,-9.52174
1512,1512955,0.72065,-0.57700,-9.55287
1513,1513955,0.69192,-0.25857,-9.55526
1514,1514955,0.51236,-0.74699,-9.53132
1515,1515955,0.83079,-0.27773,-9.63906
1516,1516955,0.84994,-0.64404,-9.62708
1517,1517955,0.49799,-0.47884,-9.54089
1518,1518955,0.57221,-0.32082,-9.58638
1519,1519955,1.15161,-0.92177,-9.36133
1520,1520955,0.12210,0.19872,-9.67497
1521,1521955,1.09415,-0.61770,-9.44752
1522,1522955,1.17795,-0.76614,-9.43076
1523,1523955,0.30406,0.11013,-9.65821
1524,1524955,0.79727,-0.79966,-9.38288
1525,1525955,0.66080,-0.32561,-9.66300
1526,1526955,0.71587,-0.42138,-9.62230
1527,1527955,0.57700,-0.50518,-9.58160
1528,1528955,0.92177,-0.56264,-9.53132
1529,1529955,0.57461,-0.44293,-9.56244
1530,1530955,0.73981,-0.59376,-9.55526
1531,1531955,0.80924,-0.31364,-9.64384
1532,1532955,0.91937,-0.73023,-9.57681
1533,1533955,0.22266,-0.09577,-9.61033
1534,1534955,1.13246,-0.82361,-9.40682
1535,1535955,0.83318,-0.32082,-9.54568
1536,1536955,0.22266,-0.01676,-9.67976
1537,1537955,1.45089,-0.88346,-9.28471
1538,1538955,0.63686,-0.23703,-9.57441
1539,1539955,0.39983,-0.27294,-9.56005
1540,1540955,0.84515,-0.61052,-9.41879
1541,1541956,0.61770,-0.34955,-9.61751
1542,1542955,0.66559,-0.41659,-9.52892
1543,1543955,0.64643,-0.50757,-9.47864
1544,1544955,0.86191,-0.36871,-9.40203
1545,1545955,0.43574,-0.62968,-9.49301
1546,1546955,0.85952,-0.33279,-9.56723
1547,1547956,0.82361,-0.48363,-9.58399
1548,1548955,0.67995,-0.63686,-9.54089
1549,1549955,0.36152,-0.19393,-9.63427
1550,1550955,1.31442,-0.99359,-9.36612
1551,1551955,0.30885,0.08859,-9.65103
1552,1552955,0.63925,-0.36152,-9.50977
1553,1553955,1.41018,-0.91937,-9.24162
1554,1554956,0.32801,0.06943,-9.73722
1555,1555955,0.57940,-0.61770,-9.44513
1556,1556955,0.70390,-0.34237,-9.56005
1557,1557955,0.63446,-0.37828,-9.56723
1558,1558955,0.60094,-0.37110,-9.51216
1559,1559955,0.87867,-0.62010,-9.51456
1560,1560955,0.65841,-0.31364,-9.52174
1561,1561956,0.59137,-0.72305,-9.56723
1562,1562955,0.82839,-0.24660,-9.60075
1563,1563955,0.84994,-0.74460,-9.59117
1564,1564955,0.84994,-0.74460,-9.59117
1565,1565956,0.41899,-0.32561,-9.52174
1566,1566955,0.71108,-0.50996,-9.54808
1567,1567956,1.11091,-0.76854,-9.44991
1568,1568955,0.02155,0.13408,-9.68694
1569,1569955,1.23301,-0.76614,-9.32781
1570,1570955,1.01035,-0.62728,-9.48104
1571,1571955,0.24421,-0.02155,-9.66779
1572,1572955,0.81403,-0.74460,-9.31105
1573,1573956,0.65841,-0.31364,-9.61751
1574,1574955,0.72305,-0.38786,-9.50019
1575,1575956,0.60813,-0.39744,-9.49540
1576,1576955,0.92416,-0.53870,-9.48583
1577,1577955,0.52194,-0.46926,-9.59357
1578,1578956,0.75178,-0.62968,-9.52413
1579,1579955,0.78290,-0.39025,-9.61033
1580,1580955,0.83318,-0.72784,-9.56484
1581,1581956,0.18675,-0.23224,-9.65103
1582,1582955,1.09894,-0.80445,-9.37809
1583,1583955,0.79009,-0.34477,-9.51216
1584,1584955,0.23942,-0.06704,-9.66539
1585,1585956,1.44370,-0.91937,-9.32302
1586,1586955,0.64404,-0.25139,-9.60075
1587,1587955,0.35913,-0.35913,-9.54568
1588,1588955,0.80924,-0.59855,-9.46667
1589,1589956,0.69911,-0.31364,-9.64384
1590,1590955,0.67756,-0.39265,-9.46667
1591,1591955,0.64165,-0.50757,-9.53850
1592,1592956,0.87867,-0.37828,-9.55287
1593,1593955,0.46926,-0.62249,-9.56244
1594,1594955,0.90501,-0.37828,-9.48583
1595,1595955,0.77093,-0.47884,-9.62708
1596,1596955,0.70629,-0.62968,-9.49540
1597,1597955,0.36392,-0.13408,-9.64863
1598,1598955,1.28329,-0.98402,-9.44034
1599,1599955,0.34955,0.08380,-9.71088
1600,1600955,0.63686,-0.34237,-9.64145
1601,1601956,1.39821,-0.85234,-9.33978
1602,1602955,0.30406,0.02155,-9.66779
1603,1603955,0.63446,-0.73981,-9.42837
1604,1604955,0.76854,-0.45011,-9.53132
1605,1605955,0.67756,-0.39025,-9.58160
1606,1606955,0.58179,-0.36871,-9.57920
1607,1607956,0.81642,-0.59616,-9.52174
1608,1608955,0.68235,-0.28491,-9.53371
1609,1609956,0.58179,-0.79009,-9.57681
1610,1610955,0.79966,-0.25139,-9.55526
1611,1611955,0.78290,-0.63925,-9.54808
1612,1612955,0.39983,-0.34477,-9.60314
1613,1613956,0.63207,-0.44532,-9.59117
1614,1614955,1.16358,-0.82361,-9.41879
1615,1615956,0.11971,0.13886,-9.68215
1616,1616955,1.06303,-0.65841,-9.35175
1617,1617955,1.09176,-0.68953,-9.44513
1618,1618955,0.29928,-0.04070,-9.69652
1619,1619956,0.76614,-0.78530,-9.41640
1620,1620955,0.66319,-0.34237,-9.67497
1621,1621955,0.71108,-0.39025,-9.61511
1622,1622956,0.51954,-0.36631,-9.53850
1623,1623955,0.86431,-0.54588,-9.47625
1624,1624955,0.50039,-0.41180,-9.55526
1625,1625955,0.71587,-0.67038,-9.50498
1626,1626956,0.75896,-0.34477,-9.59835
1627,1627955,0.88346,-0.75178,-9.56005
1628,1628956,0.30646,-0.20590,-9.62948
1629,1629955,0.99599,-0.67277,-9.43794
1630,1630956,0.86431,-0.49321,-9.42837
1631,1631955,0.14365,0.13408,-9.67976
1632,1632955,1.41976,-0.88107,-9.31344
1633,1633955,0.75178,-0.34477,-9.59596
1634,1634956,0.33758,-0.23942,-9.64624
1635,1635955,0.84276,-0.67995,-9.45710
1636,1636956,0.67038,-0.29688,-9.64863
1637,1637955,0.64404,-0.39265,-9.55047
1638,1638955,0.57940,-0.53151,-9.54089
1639,1639955,0.89064,-0.50757,-9.54568
1640,1640955,0.45969,-0.59616,-9.55047
1641,1641955,0.83318,-0.45969,-9.54089
1642,1642955,0.67516,-0.43574,-9.58878
1643,1643955,0.72784,-0.69432,-9.49301
1644,1644955,0.22984,-0.04310,-9.70370
1645,1645956,1.25935,-0.99599,-9.43316
1646,1646955,0.48602,-0.03591,-9.60793
1647,1647956,0.50518,-0.23224,-9.58399
1648,1648955,1.53947,-0.89783,-9.31584
1649,1649956,0.50278,-0.05507,-9.63187
1650,1650956,0.55067,-0.56982,-9.47146
1651,1651955,0.72544,-0.45490,-9.48583
1652,1652955,0.60573,-0.34716,-9.59357
1653,1653956,0.56743,-0.33998,-9.54089
1654,1654955,0.75178,-0.58179,-9.51456
1655,1655955,0.80924,-0.32082,-9.48343
1656,1656955,0.50757,-0.64165,-9.60314
1657,1657956,0.80206,-0.28491,-9.63187
1658,1658955,0.83079,-0.56982,-9.61272
1659,1659955,0.50278,-0.45250,-9.59596
1660,1660955,0.54109,-0.26815,-9.64145
1661,1661956,1.24259,-0.89543,-9.48104
1662,1662955,0.16999,0.13168,-9.70131
1663,1663956,0.92416,-0.58658,-9.50498
1664,1664955,1.22104,-0.81403,-9.41879
1665,1665955,0.23463,0.04549,-9.70131
1666,1666955,0.72305,-0.75657,-9.49062
1667,1667956,0.73502,-0.34477,-9.61272
1668,1668955,0.64643,-0.42138,-9.60314
1669,1669955,0.56503,-0.36631,-9.54089
1670,1670955,0.84515,-0.59616,-9.52413
1671,1671956,0.52433,-0.31125,-9.55526
1672,1672955,0.67038,-0.72065,-9.51216
1673,1673956,0.80924,-0.28252,-9.63187
1674,1674955,0.88107,-0.73263,-9.59357
1675,1675955,0.29688,-0.28252,-9.59357
1676,1676955,0.86431,-0.66559,-9.50259
1677,1677955,0.96965,-0.56024,-9.43076
1678,1678955,0.09337,0.18914,-9.59596
1679,1679956,1.35272,-0.76614,-9.31105
1680,1680955,0.83318,-0.40701,-9.53611
1681,1681956,0.36871,-0.05507,-9.66539
1682,1682955,0.81882,-0.65841,-9.50019
1683,1683955,0.62010,-0.35195,-9.62708
1684,1684955,0.66080,-0.40223,-9.48583
1685,1685955,0.57700,-0.49321,-9.49301
1686,1686955,0.98162,-0.46926,-9.51695
1687,1687956,0.50039,-0.51715,-9.53371
1688,1688955,0.80924,-0.48123,-9.49062
1689,1689956,0.76854,-0.41180,-9.60075
1690,1690955,0.77572,-0.75417,-9.50498
1691,1691955,0.20830,-0.16759,-9.60314
1692,1692955,1.26653,-0.87867,-9.42837
1693,1693955,0.58179,-0.14126,-9.58160
1694,1694956,0.38786,-0.15562,-9.59357
1695,1695955,1.48201,-0.95050,-9.31105
1696,1696955,0.45490,-0.09577,-9.67018
1697,1697956,0.47405,-0.46448,-9.53132
1698,1698955,0.80445,-0.45011,-9.45949
1699,1699955,0.63686,-0.37589,-9.58399
1700,1700955,0.63446,-0.36631,-9.50498
1701,1701955,0.77093,-0.60334,-9.48583
1702,1702955,0.87628,-0.33279,-9.53850
1703,1703955,0.56024,-0.72784,-9.56723
1704,1704955,0.84994,-0.30167,-9.55287
1705,1705956,0.79727,-0.55785,-9.63427
1706,1706955,0.57221,-0.60813,-9.51456
1707,1707955,0.40941,-0.25139,-9.56723
1708,1708955,1.28090,-1.04148,-9.36851
1709,1709955,0.23463,0.24660,-9.73243
1710,1710955,0.86431,-0.46926,-9.49780
1711,1711955,1.30484,-0.77812,-9.38288
1712,1712955,0.26576,0.04788,-9.67976
1713,1713955,0.72544,-0.81642,-9.37091
1714,1714955,0.71826,-0.37110,-9.55047
1715,1715955,0.71587,-0.45011,-9.57681
1716,1716955,0.58658,-0.33998,-9.59117
1717,1717955,0.91459,-0.61292,-9.53611
1718,1718955,0.64404,-0.32322,-9.55287
1719,1719955,0.64883,-0.73263,-9.60075
1720,1720955,0.82600,-0.26815,-9.61272
1721,1721955,0.93374,-0.70868,-9.56962
1722,1722955,0.38786,-0.23942,-9.57441
1723,1723955,0.86431,-0.66319,-9.56005
1724,1724955,1.06303,-0.62968,-9.46428
1725,1725956,0.09098,0.11013,-9.67018
1726,1726955,1.29047,-0.70868,-9.33020
1727,1727955,0.87628,-0.53870,-9.44752
1728,1728955,0.27294,-0.11732,-9.61511
1729,1729955,0.89783,-0.71587,-9.43076
1730,1730955,0.67038,-0.31364,-9.62948
1731,1731955,0.68235,-0.44053,-9.58878
1732,1732955,0.62249,-0.48363,-9.52892
1733,1733955,0.93613,-0.56503,-9.50019
1734,1734955,0.51475,-0.50996,-9.57920
1735,1735955,0.81403,-0.51236,-9.51216
1736,1736955,0.72784,-0.34955,-9.61033
1737,1737956,0.78290,-0.74220,-9.54329
1738,1738955,0.22027,-0.20351,-9.60075
1739,1739955,1.14682,-0.85952,-9.40682
1740,1740955,0.73741,-0.33519,-9.50977
1741,1741955,0.23463,-0.01915,-9.63187
1742,1742955,1.51553,-0.92656,-9.33260
1743,1743955,0.65122,-0.18675,-9.67736
1744,1744955,0.46448,-0.39983,-9.57681
1745,1745955,0.88825,-0.56024,-9.47625
1746,1746955,0.66559,-0.33998,-9.58878
1747,1747955,0.67756,-0.41899,-9.55526
1748,1748955,0.64165,-0.51715,-9.57202
1749,1749955,0.82600,-0.41899,-9.51935
1750,1750955,0.46208,-0.66080,-9.60075
1751,1751955,0.82839,-0.44532,-9.55047
1752,1752955,0.74939,-0.47645,-9.63906
1753,1753955,0.70868,-0.68714,-9.53611
1754,1754955,0.32801,-0.18914,-9.63187
1755,1755956,1.27372,-1.01035,-9.36851
1756,1756955,0.31125,0.11971,-9.62708
1757,1757955,0.67038,-0.39265,-9.55047
1758,1758955,1.45807,-0.80445,-9.38048
1759,1759955,0.33758,0.11253,-9.70849
1760,1760955,0.66798,-0.68953,-9.42837
1761,1761955,0.77093,-0.39265,-9.58878
1762,1762955,0.69911,-0.41180,-9.62948
1763,1763955,0.61292,-0.36631,-9.56484
1764,1764955,0.85712,-0.62968,-9.48104
1765,1765956,0.59855,-0.31843,-9.51935
1766,1766955,0.58179,-0.77333,-9.50977
1767,1767955,0.77093,-0.29928,-9.67976
1768,1768955,0.79727,-0.68235,-9.66300
1769,1769955,0.40941,-0.42138,-9.60554
1770,1770955,0.63207,-0.43814,-9.61990
1771,1771955,1.11330,-0.83558,-9.39964
1772,1772955,0.05746,0.27294,-9.71567
1773,1773955,1.13964,-0.67516,-9.48822
1774,1774955,1.09176,-0.61052,-9.54808
1775,1775955,0.30167,0.05507,-9.71088
1776,1776955,0.77572,-0.75657,-9.37091
1777,1777955,0.66798,-0.30885,-9.54329
1778,1778955,0.63686,-0.38786,-9.51935
1779,1779955,0.49799,-0.48602,-9.49780
1780,1780955,0.86670,-0.56503,-9.53371
1781,1781955,0.45969,-0.43574,-9.62230
1782,1782955,0.78051,-0.59376,-9.56484
1783,1783955,0.79727,-0.32082,-9.62708
1784,1784956,0.85234,-0.74220,-9.54568
1785,1785955,0.18435,-0.11013,-9.62469
1786,1786955,1.17076,-0.85712,-9.39964
1787,1787955,0.71347,-0.25618,-9.55526
1788,1788955,0.27773,-0.10774,-9.66300
1789,1789955,1.47962,-0.96247,-9.37809
1790,1790956,0.56264,-0.16759,-9.67736
1791,1791955,0.39983,-0.35674,-9.47864
1792,1792955,0.75178,-0.56982,-9.49301
1793,1793955,0.60094,-0.33040,-9.67736
1794,1794955,0.58658,-0.36871,-9.55765
1795,1795955,0.69911,-0.52194,-9.54089
1796,1796955,0.81163,-0.37589,-9.52653
1797,1797955,0.49799,-0.63925,-9.55526
1798,1798955,0.87149,-0.34477,-9.59596
1799,1799955,0.79248,-0.55785,-9.64384
1800,1800955,0.63686,-0.56982,-9.51216
1801,1801955,0.41659,-0.25618,-9.57202
1802,1802955,1.24977,-0.97683,-9.37809
1803,1803955,0.22505,0.17717,-9.69412
1804,1804955,0.84036,-0.43814,-9.48822
1805,1805955,1.36469,-0.83797,-9.29669
1806,1806955,0.25139,0.08619,-9.62469
1807,1807955,0.62728,-0.75657,-9.43076
1808,1808955,0.68953,-0.32561,-9.61990
1809,1809956,0.67516,-0.39025,-9.60793
1810,1810955,0.55306,-0.35913,-9.56723
1811,1811955,0.88825,-0.57461,-9.56244
1812,1812955,0.58897,-0.32082,-9.50498
1813,1813956,0.68953,-0.70629,-9.54329
1814,1814955,0.87628,-0.22984,-9.56005
1815,1815955,0.90501,-0.69671,-9.54329
1816,1816955,0.30406,-0.25857,-9.58638
1817,1817956,0.91459,-0.59855,-9.48104
1818,1818955,0.99838,-0.63207,-9.47386
1819,1819955,0.20111,0.15323,-9.71088
1820,1820955,1.42455,-0.81163,-9.39485
1821,1821956,0.87867,-0.46448,-9.56484
1822,1822955,0.34477,-0.14605,-9.57920
1823,1823955,0.84994,-0.68235,-9.44991
1824,1824955,0.64165,-0.33998,-9.70609
1825,1825956,0.63686,-0.36631,-9.52892
1826,1826955,0.56503,-0.48842,-9.57681
1827,1827955,0.92177,-0.46448,-9.54089
1828,1828956,0.45969,-0.50039,-9.61033
1829,1829955,0.79487,-0.52194,-9.56484
1830,1830955,0.74460,-0.33279,-9.58160
1831,1831955,0.82361,-0.76375,-9.50977
1832,1832956,0.28730,-0.08619,-9.65821
1833,1833955,1.22583,-1.01514,-9.34936
1834,1834956,0.46687,0.00479,-9.49540
1835,1835955,0.51236,-0.33758,-9.59117
1836,1836956,1.54426,-0.97683,-9.37809
1837,1837955,0.43814,-0.05986,-9.69652
1838,1838955,0.58419,-0.66798,-9.43794
1839,1839956,0.81163,-0.51236,-9.54568
1840,1840955,0.70390,-0.36871,-9.59117
1841,1841955,0.62010,-0.37589,-9.40442
1842,1842956,0.85473,-0.63686,-9.48583
1843,1843955,0.77572,-0.35913,-9.58878
1844,1844955,0.53870,-0.73981,-9.56244
1845,1845956,0.85952,-0.31125,-9.52653
1846,1846955,0.87867,-0.65601,-9.54808
1847,1847955,0.45729,-0.43814,-9.58878
1848,1848956,0.65362,-0.44532,-9.57920
1849,1849955,1.15879,-0.73263,-9.36372
1850,1850955,0.08380,0.24181,-9.71088
1851,1851956,1.08697,-0.63925,-9.43794
1852,1852955,1.08218,-0.67995,-9.43794
1853,1853955,0.25618,0.06225,-9.69891
1854,1854955,0.71826,-0.80445,-9.41879
1855,1855956,0.66080,-0.31843,-9.68455
1856,1856955,0.65841,-0.40941,-9.60554
1857,1857955,0.57940,-0.40223,-9.55287
1858,1858955,0.92416,-0.56982,-9.46428
1859,1859956,0.49081,-0.43574,-9.59835
1860,1860955,0.69432,-0.65122,-9.57202
1861,1861956,0.77333,-0.29688,-9.59596
1862,1862955,0.87149,-0.77333,-9.44752
1863,1863956,0.22266,-0.16281,-9.58399
1864,1864955,1.14922,-0.82361,-9.40682
1865,1865955,0.73981,-0.25618,-9.50498
1866,1866955,0.29449,-0.04310,-9.66060
1867,1867956,1.49159,-0.91937,-9.31344
1868,1868955,0.55306,-0.17957,-9.59357
1869,1869956,0.38068,-0.37350,-9.48822
1870,1870955,0.77572,-0.59137,-9.44034
1871,1871955,0.64883,-0.33519,-9.61511
1872,1872955,0.59137,-0.35913,-9.47625
1873,1873956,0.67277,-0.53391,-9.52653
1874,1874955,0.87388,-0.33040,-9.51695
